,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,fsy,s,beta,ecu,fsu,b2,alpha_l,l_sec,b_sec1_b1,b_sec2_b1,b_sec1_b2,b_sec2_b2,h_S1_3,h_S7_9,h_v,l_v,left_p,right_p,h_b,b_b,esu,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,withMPCs,offsetmodeling,mesh_size_factor,oo,uu,d3_plate,d2_walls,d3_walls
0,16145.234028410447,8249.880035049177,810.2702019748342,275.15068107783907,4733.061364092577,26.05135636089088,16.06579057941108,15.172395398455588,484.5122651639033,25.85938914853443,13.614159884202328,418.27163046357293,29.262883802766645,354.3111576050626,0.24536111933739624,-26.7303357054197,-0.002,382.6560502134676,8249.880035049177,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,1,30,30,12,12,12
1,15506.186789887211,9826.013953358153,868.5084596764768,1021.4777952154296,4932.675359519032,10.320157053393125,25.88147985664589,17.56328626580202,299.8913029334611,14.819201710860604,10.885551676685296,252.539708179219,38.51185993503612,431.6968388141512,0.18621318090852002,41.14246043788704,-0.002,466.23258591928334,9826.013953358153,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,1,30,30,12,12,12
2,4672.0298341927655,10472.502461781689,886.5686186349319,759.0644914515975,3975.3560059998727,16.160358759032846,20.59054913035379,14.579589916296577,353.18573556048375,19.501858664872742,20.206892351523827,454.59933969617634,27.497013423424878,334.65255035739375,0.7063548233363998,16.3263264770179,-0.002,361.4247543859853,10472.502461781689,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,1,30,30,12,12,12
3,2166.791075060135,11496.362393826574,262.8711695288665,1056.0765110114853,4392.631530947388,17.19659471604829,16.90395787071859,19.843760505181763,279.20508202023984,28.51106535798095,23.56779891801102,253.73460606524387,27.6509196834376,348.2254033893578,0.2619089543214008,23.052048397651987,-0.002,376.08343566050644,11496.362393826574,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,1,30,30,12,12,12
4,10051.4828285338,19842.345422977833,901.4618285329097,244.75223284557495,2474.2823087149886,23.650525661450864,28.136333605745335,24.45680662053283,259.83606793978834,18.342994953553962,16.042645404743986,297.8279894411117,31.018068900635207,426.2093571946721,0.8324688119725376,25.57340148444443,-0.002,460.30610577024595,19842.345422977833,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,1,30,30,12,12,12
5,17140.42691167699,9510.618583151156,341.3113627543878,770.7412618103149,4658.707806927725,16.570030295305745,22.044314163038507,19.127504580138243,280.1249846260117,28.21949852754397,10.514695590409762,490.4817372927398,49.76094172880235,313.3899786380849,0.6476547590426095,-47.20491628262702,-0.002,338.46117692913174,9510.618583151156,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,1,30,30,12,12,12
6,9005.624040019517,8073.925664886139,384.3715283879106,551.5487606351797,3923.6472487241526,17.754401991374273,15.433834676845777,21.768194177373225,390.36118643286176,25.33785971012174,15.92541168865883,460.28465653111476,31.134800257065944,387.3596620782993,0.4728117405514277,-36.86557262113231,-0.002,418.3484350445633,8073.925664886139,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,1,30,30,12,12,12
7,4139.3704597934,18512.080745040934,489.3648021433316,1125.4022647316945,2481.0784438048377,10.311406056207689,24.66957971950086,12.014206690096577,345.49536361433434,20.138003792816708,11.087503531993015,294.85520828465246,25.18359090383147,389.65400718279716,0.6442456063097057,17.46399148437014,-0.002,420.826327757421,18512.080745040934,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,1,30,30,12,12,12
8,6111.523897908408,9709.974184578921,557.9118505855779,402.3919912063229,4291.150855001282,12.155630247698529,14.694722608713718,16.697873189761463,155.5857955167126,29.46276898906136,17.62172877559822,344.2785294833528,28.967302205884604,429.58617201392644,0.6593049608867281,-6.3535687320473215,-0.002,463.9530657750406,9709.974184578921,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,1,30,30,12,12,12
9,12086.1723402933,13415.424255442445,1033.6608376933982,1190.0983838325933,3281.1229907009097,22.24050129352341,20.91943104738876,12.321524022763715,378.28075101858576,26.378953529658432,28.204690647713736,289.5994331645212,45.09775243651381,401.806374720522,0.5620697184615072,-12.347962667745414,-0.002,433.9508846981638,13415.424255442445,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,1,30,30,12,12,12
