,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,fsy,s,beta,alpha_l,h_v,l_v,oo,uu,d3_plate,d3_walls,d2_walls,fsu_fac,esu,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu
0,8618.398528295718,14897.832206229965,893.0492548471653,295.8502760272327,3755.062441217056,24.97794729114228,27.59856286563376,16.933397496986544,433.32681233293033,11.591345644888461,16.9197905601273,278.98169340155647,29.467832609022334,333.59195824665176,0.8189579017971038,41.55972906126284,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,14897.832206229965,0.33,0.33,-0.002,360.27931490638395
1,17560.105066215398,16460.730352571045,705.4717326396102,737.0419351528634,2363.140297123296,29.44521922129213,20.55416522647859,25.875505506032994,244.99318996286362,15.355568250997091,21.789908061527623,99.96964896186324,31.27874473814641,346.3422373172915,0.2116499554122223,-43.463430213811925,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,16460.730352571045,0.33,0.33,-0.002,374.04961630267485
2,16232.25669412188,8184.431420347935,1091.6037441654337,791.9750433942461,2693.5499763786734,17.18865283495732,23.275897639654517,20.45063154315689,326.30064244330975,28.089540537115234,21.11987965903575,484.8850754069064,28.576603061223654,310.86717943795475,0.8611465803256565,47.03571908625544,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,8184.431420347935,0.33,0.33,-0.002,335.7365537929912
3,12371.96162177693,18034.0962131637,322.62986567313163,597.2849744056559,2280.786149813672,16.195766741718128,24.588746747583386,29.389762984235485,106.4808154960979,10.715869890830408,28.74469733836985,497.89927251284604,30.971839630117298,408.5266639911429,0.21304164941567955,29.992371690979503,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,18034.0962131637,0.33,0.33,-0.002,441.2087971104344
4,8160.975360621748,18601.897823636384,914.7132508039809,491.7277796495992,2842.5716048977893,11.364387501063243,25.024144940240742,27.51454927640404,247.35299806758135,26.339963953311482,15.417395609201469,499.80069010820597,38.51208179762786,305.22493906028257,0.5263703721999341,-33.299305008353656,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,18601.897823636384,0.33,0.33,-0.002,329.6429341851052
5,8673.084532767762,13886.998057287377,374.7851200368393,877.407468296244,2503.5266771729857,21.20704209069304,26.114859472773695,10.195520077156218,113.0477201823314,20.53459121662669,25.32239197884383,339.0681190493959,31.22804214947801,383.40124126624374,0.8587948736365386,12.736549835294474,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,13886.998057287377,0.33,0.33,-0.002,414.07334056754326
6,9363.458028195682,19979.10304355632,338.8900757586586,924.6008144180403,2032.5932788862985,19.89734979301337,18.516806744663445,17.266443731288394,259.313612059429,13.263480173618255,26.182490399428794,258.99381106369424,42.20469357543924,423.5118528989655,0.578720878113508,-33.47560006117665,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,19979.10304355632,0.33,0.33,-0.002,457.3928011308828
7,9897.091041986356,9417.837292465925,287.877665651517,585.8428701982733,4356.420757824894,25.879780951073386,26.09044519259408,28.6705005404286,429.5163480633771,22.425180067824318,24.228110948938582,298.1246130417285,32.16031061614722,353.0535787952325,0.32683781517809785,-39.67195969688048,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9417.837292465925,0.33,0.33,-0.002,381.29786509885116
8,13208.448696857646,5715.725514795011,520.8104360401862,822.842022896979,4722.771126402147,27.40395427108146,12.058269615785495,24.972375087523584,170.85478897215776,29.30300689055813,22.959962117452044,117.75980666051724,42.108995335349306,358.3534713835061,0.5251942752164318,46.99057409327649,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,5715.725514795011,0.33,0.33,-0.002,387.0217490941866
9,11053.41960333692,18576.765431024833,1065.118743015497,260.071299548474,3206.1569520064686,22.021410422659578,24.240798853103044,12.820222462960416,251.8731141382661,17.09460005232736,24.36156243224996,498.98175923090605,36.666241982401374,347.2853515471493,0.7485482284753062,-37.599195020005936,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,18576.765431024833,0.33,0.33,-0.002,375.06817967092127
10,17797.393240895202,17627.41638041328,1062.2489098190526,753.6718178705377,2844.2676402073275,28.941252813802546,10.337907635486125,18.416988398648797,280.6429944037285,15.500752396318278,17.11463282579738,274.5299187023042,30.56136819679304,399.041175003341,0.7058183066376812,-11.341559633244467,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17627.41638041328,0.33,0.33,-0.002,430.9644690036083
11,12446.371021768546,16346.422452539606,980.5747061400677,435.55301510114793,2610.2980011342825,17.814900000391706,24.01798585483847,28.028062895971594,140.27084226092393,10.75503321890785,13.546293343872957,221.1204306214406,33.78350763040603,401.7028242504718,0.6839909104816441,21.803167191957552,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,16346.422452539606,0.33,0.33,-0.002,433.83905019050957
12,17008.31286740533,16681.962721516305,920.2698785117022,457.3029716376466,3300.8574927895224,22.854220918831423,22.084101990509506,15.919559419015464,105.25993107361654,23.29150906567168,20.143673192386228,434.3112620368833,32.07707499182552,328.9789497585539,0.8518671468666935,18.97841818550617,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,16681.962721516305,0.33,0.33,-0.002,355.29726573923824
13,10058.789597268647,12241.591851096367,460.83967276381003,287.8500726961945,4018.6114523028164,28.713274502952558,15.652810157549006,27.64131926588316,171.16222201467062,20.263799103172058,18.810485679711743,197.0351817095903,42.53424225947441,310.9911976895383,0.8802971522226117,1.2631370163811917,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,12241.591851096367,0.33,0.33,-0.002,335.87049350470136
