,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,s,beta,h_G,alpha_l,h_v,l_v,oo,uu,d3_plate,d3_walls,d2_walls,fsy,fsu_fac,esu,ecu,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,fsu
0,13141.228497877531,2213.756812552373,1083.343076174061,1045.616126364052,3667.4531374184585,20.859850077449618,22.25030866521892,16.988893131625193,323.20311040312885,24.506795487202893,19.15955851414892,450.28563323867917,41.71462626372975,0.5811142074827722,-9.129363208585362,1088.795829253974,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,2213.756812552373,0.33,0.33,421.20000000000005
1,12917.721116896982,8730.907269730273,804.6189563692913,842.5882691027138,3120.7097801190494,12.249993022993554,25.019382021553692,14.522538753957017,179.35225366163476,22.428908801432176,28.358731998598508,166.34156068245926,28.961076650638095,0.7762004993445895,-26.67710034821923,1357.4629337616777,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,8730.907269730273,0.33,0.33,421.20000000000005
2,12532.428820525613,17423.311791846118,683.8251614220719,654.3133303233941,3532.3537835517504,12.559036886333706,22.427204454156712,13.322573119465119,253.85738354029684,14.118446974536132,20.426064000211614,318.26097035077163,43.09949487471302,0.6589215967839118,49.12348357393276,778.7234208844086,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,17423.311791846118,0.33,0.33,421.20000000000005
3,13157.108154725416,17267.723655699992,916.4270490382632,1210.1812490889827,4913.791058842806,20.481922162384674,13.547931614424227,18.52405264871795,249.4282049229824,29.06008764922874,17.53822109899887,211.13468855950074,28.318187114282207,0.46071678313500186,-37.04575735439796,774.7033133408704,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,17267.723655699992,0.33,0.33,421.20000000000005
4,10396.121719268918,11847.226207926169,375.64873920223295,726.136768067047,4303.405483125509,20.733096960563298,17.92304861649184,25.46789393321145,251.52249240725638,17.699046272936,12.357417167324536,274.1537154045665,40.59966433647381,0.12125200849182133,-16.406805129591984,478.61715357054743,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,11847.226207926169,0.33,0.33,421.20000000000005
5,13244.340869605125,10279.19501838621,746.5158945881573,645.0619113113105,3865.7728447335912,21.45037191162522,29.263633360990703,24.25578153169797,109.38663810588424,18.917785308319914,27.517941138663975,455.2025573374336,49.13813399975769,0.44877656456796444,-23.492237173849947,342.4796459345528,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,10279.19501838621,0.33,0.33,421.20000000000005
6,6708.188624331151,3761.507565680517,338.6064298371618,886.906106627972,4968.774046470461,25.98394909539503,20.153094757059236,24.382287253523184,416.15478263644195,21.228580140496636,24.65816992290413,369.56751165347293,39.537555987570116,0.7703933492410097,-33.520615628371374,1179.9487477165396,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,3761.507565680517,0.33,0.33,421.20000000000005
7,13021.584470557655,8559.231902652873,594.4181212854126,980.6337868080979,4383.877035052695,20.092051019480426,26.861960651954732,25.04256989205255,299.2008082418348,18.6710904229274,19.713553791064495,370.10703252139973,43.72776925206479,0.5219609838025058,7.530790772740179,421.1693069489567,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,8559.231902652873,0.33,0.33,421.20000000000005
8,14973.926200807558,14818.749914638986,580.9657825521606,988.6307172147508,2955.378364798755,21.52708771327157,18.010997337179052,20.021353564869752,111.16413934104921,8.450034209039039,23.1768530368536,248.58226645673975,47.8898916544823,0.5823507888228278,-11.92388297331905,1192.8856866158867,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,14818.749914638986,0.33,0.33,421.20000000000005
9,13238.51508886128,5321.027653373737,866.6391770026927,496.89285432944047,3240.9611183177503,26.512086070480517,12.588146137698303,14.520790863268209,296.6125075652943,26.267536752401714,12.886803917879886,363.52898808562946,28.99447065578039,0.3338461499339501,-43.15419215349215,612.8762952447034,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,5321.027653373737,0.33,0.33,421.20000000000005
10,6700.78356539419,6316.188137696698,1060.7306589683094,229.4589152058778,2133.2945852046105,19.08319144211239,25.173968248160072,17.892071406088945,398.33248480256424,13.30703272352919,15.99054487855812,371.22179873022884,32.2763444724576,0.4338845012372404,-54.22193595804951,856.9216340730732,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,6316.188137696698,0.33,0.33,421.20000000000005
11,15816.140943407725,4696.283859718622,898.2530264201414,719.447127986396,3080.393332554353,26.934546232159377,24.317540505689326,19.172562395802547,258.5460919577503,15.408595830024712,25.989096997619043,437.0821199305401,37.168044137145586,0.11423114976888386,49.75809614167759,1167.0122373091435,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,4696.283859718622,0.33,0.33,421.20000000000005
12,11309.291146317832,16217.256107848645,698.558725426515,832.259972611397,2632.650435689645,24.37585574277967,20.881379234816592,16.650106012804446,222.06323164297794,24.759488163190376,16.698503583199372,320.29220595609365,33.29727709628577,0.1337432884512977,-1.3641894673302668,1152.7121753867184,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,16217.256107848645,0.33,0.33,421.20000000000005
